upi_id,customer_id,bank_name,account_type,date_added,status,account_age_days,cleaning_status
matthew1637@upi,cust101073,Icici,Savings,2024-09-02,Active,428,Cleaned and Validated
robin2500@upi,cust104097,Pnb,Current,2025-07-13,Active,114,Cleaned and Validated
donald6353@upi,cust106410,Sbi,Savings,2021-12-09,Active,1426,Cleaned and Validated
richard9963@upi,cust102184,Icici,Current,2023-10-27,Active,739,Cleaned and Validated
john7986@upi,cust105445,Icici,Current,2024-03-21,Active,593,Cleaned and Validated
christopher4253@upi,cust106606,Hdfc,Credit_Card_Linked,2021-01-25,Suspended,1744,Cleaned and Validated
pamela3887@upi,cust104880,Kotak,Credit_Card_Linked,2021-12-11,Active,1424,Cleaned and Validated
hailey7776@upi,cust107091,Axis,Current,2023-05-04,Active,915,Cleaned and Validated
anita5382@upi,cust103583,Axis,Savings,2025-03-09,Active,240,Cleaned and Validated
james4743@upi,cust105419,Sbi,Current,2024-10-20,Active,380,Cleaned and Validated
samantha6096@upi,cust106448,Sbi,Credit_Card_Linked,2022-07-05,Blocked,1218,Cleaned and Validated
april2413@upi,cust107924,Axis,Savings,2025-02-20,Active,257,Cleaned and Validated
miss3719@upi,cust106889,Sbi,Credit_Card_Linked,2023-12-12,Active,693,Cleaned and Validated
karla7976@upi,cust104140,Icici,Savings,2024-05-20,Active,533,Cleaned and Validated
robin7485@upi,cust104988,Axis,Savings,2024-05-03,Active,550,Cleaned and Validated
shannon1260@upi,cust107164,Sbi,Credit_Card_Linked,2022-10-28,Active,1103,Cleaned and Validated
emily4654@upi,cust106842,Icici,Savings,2025-01-06,Active,302,Cleaned and Validated
john5672@upi,cust103118,Hdfc,Current,2025-01-04,Active,304,Cleaned and Validated
david3034@upi,cust106970,Hdfc,Current,2025-08-03,Suspended,93,Cleaned and Validated
haley8831@upi,cust100002,Sbi,Savings,2025-04-15,Active,203,Cleaned and Validated
alison7957@upi,cust104036,Axis,Savings,2024-10-21,Active,379,Cleaned and Validated
stephanie9060@upi,cust104703,Hdfc,Credit_Card_Linked,2023-09-03,Suspended,793,Cleaned and Validated
sara4657@upi,cust100800,Hdfc,Savings,2025-06-11,Active,146,Cleaned and Validated
john5888@upi,cust104319,Icici,Current,2024-05-10,Active,543,Cleaned and Validated
jill9663@upi,cust101625,Axis,Savings,2025-06-27,Active,130,Cleaned and Validated
joseph8537@upi,cust103281,Kotak,Savings,2024-06-22,Active,500,Cleaned and Validated
christina9795@upi,cust108953,Kotak,Savings,2025-02-27,Active,250,Cleaned and Validated
anna6898@upi,cust109623,Hdfc,Savings,2023-03-24,Active,956,Cleaned and Validated
brittney7480@upi,cust104302,Pnb,Credit_Card_Linked,2021-11-26,Active,1439,Cleaned and Validated
curtis3080@upi,cust105456,Sbi,Current,2025-07-20,Active,107,Cleaned and Validated
jillian7912@upi,cust101631,Kotak,Savings,2021-06-04,Active,1614,Cleaned and Validated
steven4672@upi,cust106593,Sbi,Current,2025-01-05,Active,303,Cleaned and Validated
aaron4851@upi,cust100772,Kotak,Credit_Card_Linked,2025-07-08,Active,119,Cleaned and Validated
michael9095@upi,cust107393,Hdfc,Savings,2024-11-29,Active,340,Cleaned and Validated
andrew8993@upi,cust102341,Sbi,Current,2024-08-22,Blocked,439,Cleaned and Validated
tracy6963@upi,cust102071,Icici,Current,2022-02-27,Active,1346,Cleaned and Validated
peter4978@upi,cust106482,Icici,Current,2024-08-04,Active,457,Cleaned and Validated
andrew8332@upi,cust108461,Kotak,Savings,2024-10-02,Active,398,Cleaned and Validated
taylor6388@upi,cust107643,Pnb,Savings,2025-07-26,Active,101,Cleaned and Validated
madeline7959@upi,cust105339,Kotak,Savings,2023-03-19,Active,961,Cleaned and Validated
peggy9972@upi,cust102584,Sbi,Current,2025-06-29,Active,128,Cleaned and Validated
michelle6434@upi,cust104987,Icici,Credit_Card_Linked,2024-01-29,Active,645,Cleaned and Validated
bradley2763@upi,cust106013,Kotak,Savings,2024-10-18,Active,382,Cleaned and Validated
jamie5206@upi,cust103238,Icici,Current,2025-01-20,Active,288,Cleaned and Validated
michael4058@upi,cust100035,Kotak,Savings,2022-11-15,Active,1085,Cleaned and Validated
mary2881@upi,cust101900,Axis,Current,2025-01-20,Active,288,Cleaned and Validated
mary5322@upi,cust107006,Pnb,Current,2025-02-09,Active,268,Cleaned and Validated
jermaine3491@upi,cust104618,Kotak,Savings,2023-01-27,Active,1012,Cleaned and Validated
ashlee8862@upi,cust105547,Pnb,Credit_Card_Linked,2024-08-03,Active,458,Cleaned and Validated
adam8656@upi,cust109465,Axis,Current,2024-12-16,Active,323,Cleaned and Validated
kristina5284@upi,cust106325,Axis,Credit_Card_Linked,2023-11-05,Blocked,730,Cleaned and Validated
nicole9384@upi,cust101767,Kotak,Savings,2022-01-08,Active,1396,Cleaned and Validated
stephanie7294@upi,cust105083,Hdfc,Current,2023-12-06,Active,699,Cleaned and Validated
mario3572@upi,cust101133,Hdfc,Credit_Card_Linked,2024-07-09,Active,483,Cleaned and Validated
joe9129@upi,cust107405,Hdfc,Credit_Card_Linked,2024-09-06,Active,424,Cleaned and Validated
james3460@upi,cust109573,Sbi,Credit_Card_Linked,2024-10-29,Active,371,Cleaned and Validated
crystal8939@upi,cust101358,Icici,Current,2025-03-01,Active,248,Cleaned and Validated
richard1920@upi,cust103150,Axis,Credit_Card_Linked,2024-01-20,Active,654,Cleaned and Validated
andrew1494@upi,cust108441,Kotak,Savings,2022-03-25,Active,1320,Cleaned and Validated
brett8976@upi,cust100040,Axis,Current,2023-02-13,Suspended,995,Cleaned and Validated
miguel3414@upi,cust109235,Sbi,Savings,2024-05-06,Active,547,Cleaned and Validated
brandon6886@upi,cust105672,Kotak,Savings,2024-01-29,Active,645,Cleaned and Validated
miranda6688@upi,cust109751,Sbi,Savings,2024-04-04,Suspended,579,Cleaned and Validated
edward8779@upi,cust106683,Pnb,Credit_Card_Linked,2024-09-23,Active,407,Cleaned and Validated
daniel5035@upi,cust104419,Sbi,Savings,2021-10-26,Active,1470,Cleaned and Validated
george4651@upi,cust108281,Axis,Credit_Card_Linked,2024-05-20,Active,533,Cleaned and Validated
benjamin6021@upi,cust101868,Sbi,Savings,2025-03-31,Active,218,Cleaned and Validated
jeremy6784@upi,cust108651,Icici,Savings,2023-12-09,Active,696,Cleaned and Validated
gregory1093@upi,cust104329,Axis,Savings,2023-05-10,Active,909,Cleaned and Validated
kimberly3892@upi,cust104600,Icici,Credit_Card_Linked,2024-11-22,Active,347,Cleaned and Validated
william8282@upi,cust102562,Sbi,Savings,2024-08-10,Active,451,Cleaned and Validated
carlos3555@upi,cust108330,Icici,Credit_Card_Linked,2025-01-21,Active,287,Cleaned and Validated
shawn7690@upi,cust100947,Icici,Savings,2021-12-13,Suspended,1422,Cleaned and Validated
michele4118@upi,cust106255,Pnb,Current,2024-02-02,Active,641,Cleaned and Validated
crystal8313@upi,cust101475,Kotak,Credit_Card_Linked,2024-05-02,Active,551,Cleaned and Validated
caitlin1288@upi,cust107998,Pnb,Current,2025-06-11,Active,146,Cleaned and Validated
sharon6673@upi,cust105652,Hdfc,Credit_Card_Linked,2024-03-21,Active,593,Cleaned and Validated
andrea1573@upi,cust100450,Kotak,Credit_Card_Linked,2023-02-27,Active,981,Cleaned and Validated
jennifer2184@upi,cust109191,Hdfc,Current,2022-05-17,Active,1267,Cleaned and Validated
jessica8137@upi,cust104204,Sbi,Current,2025-03-13,Active,236,Cleaned and Validated
kathy9265@upi,cust105387,Hdfc,Current,2025-03-08,Active,241,Cleaned and Validated
lisa4421@upi,cust102934,Hdfc,Current,2024-09-03,Active,427,Cleaned and Validated
michael8739@upi,cust103967,Kotak,Current,2025-07-18,Active,109,Cleaned and Validated
deborah5862@upi,cust105069,Icici,Savings,2025-01-27,Active,281,Cleaned and Validated
aaron9480@upi,cust107336,Sbi,Current,2023-05-02,Active,917,Cleaned and Validated
kathy9500@upi,cust103270,Pnb,Current,2025-01-16,Active,292,Cleaned and Validated
jacob7071@upi,cust109169,Axis,Credit_Card_Linked,2023-09-19,Active,777,Cleaned and Validated
brandon1811@upi,cust102485,Axis,Savings,2024-09-18,Active,412,Cleaned and Validated
amy4310@upi,cust101134,Hdfc,Credit_Card_Linked,2024-08-04,Active,457,Cleaned and Validated
benjamin4720@upi,cust103825,Hdfc,Credit_Card_Linked,2024-05-24,Active,529,Cleaned and Validated
terry8847@upi,cust108135,Sbi,Credit_Card_Linked,2025-06-23,Active,134,Cleaned and Validated
megan6624@upi,cust105926,Pnb,Savings,2024-02-11,Active,632,Cleaned and Validated
paul8772@upi,cust109180,Axis,Credit_Card_Linked,2025-06-08,Active,149,Cleaned and Validated
aimee8267@upi,cust104785,Kotak,Savings,2025-06-24,Active,133,Cleaned and Validated
elizabeth5458@upi,cust105529,Axis,Credit_Card_Linked,2024-03-19,Active,595,Cleaned and Validated
joan8488@upi,cust107317,Kotak,Savings,2025-06-28,Active,129,Cleaned and Validated
michael9638@upi,cust102194,Icici,Credit_Card_Linked,2025-02-06,Active,271,Cleaned and Validated
megan5637@upi,cust100176,Sbi,Credit_Card_Linked,2022-07-27,Active,1196,Cleaned and Validated
mark9487@upi,cust108654,Hdfc,Current,2025-07-12,Active,115,Cleaned and Validated
christian4305@upi,cust103820,Hdfc,Current,2024-10-11,Active,389,Cleaned and Validated
spencer2468@upi,cust108055,Icici,Credit_Card_Linked,2025-07-30,Active,97,Cleaned and Validated
brooke4159@upi,cust109189,Sbi,Credit_Card_Linked,2025-02-16,Active,261,Cleaned and Validated
hannah6464@upi,cust101425,Hdfc,Savings,2025-03-17,Active,232,Cleaned and Validated
derek2301@upi,cust103635,Sbi,Savings,2025-07-23,Active,104,Cleaned and Validated
benjamin7808@upi,cust106117,Kotak,Credit_Card_Linked,2025-04-01,Active,217,Cleaned and Validated
sue6757@upi,cust107470,Kotak,Savings,2024-03-04,Active,610,Cleaned and Validated
kaitlyn8891@upi,cust108265,Axis,Credit_Card_Linked,2025-06-19,Active,138,Cleaned and Validated
jeffrey7305@upi,cust102374,Sbi,Current,2025-04-30,Blocked,188,Cleaned and Validated
michael7001@upi,cust100320,Sbi,Credit_Card_Linked,2025-07-06,Active,121,Cleaned and Validated
maria2723@upi,cust109849,Icici,Current,2024-12-08,Active,331,Cleaned and Validated
allison1237@upi,cust101617,Sbi,Credit_Card_Linked,2025-05-14,Active,174,Cleaned and Validated
matthew2070@upi,cust106342,Sbi,Savings,2025-03-02,Active,247,Cleaned and Validated
linda8461@upi,cust107048,Pnb,Credit_Card_Linked,2023-08-06,Active,821,Cleaned and Validated
mary9836@upi,cust109778,Hdfc,Savings,2023-06-24,Active,864,Cleaned and Validated
mary2177@upi,cust104446,Axis,Credit_Card_Linked,2024-10-27,Active,373,Cleaned and Validated
bailey1233@upi,cust109487,Sbi,Savings,2023-10-17,Active,749,Cleaned and Validated
vickie3913@upi,cust102872,Axis,Credit_Card_Linked,2025-02-08,Active,269,Cleaned and Validated
sheryl7139@upi,cust106641,Axis,Credit_Card_Linked,2025-07-04,Active,123,Cleaned and Validated
samantha9049@upi,cust103677,Sbi,Credit_Card_Linked,2025-03-14,Active,235,Cleaned and Validated
mark7761@upi,cust107191,Icici,Current,2025-01-25,Active,283,Cleaned and Validated
jessica8285@upi,cust101735,Kotak,Current,2022-05-25,Suspended,1259,Cleaned and Validated
lawrence3772@upi,cust106119,Sbi,Savings,2025-06-28,Active,129,Cleaned and Validated
shannon1613@upi,cust105899,Pnb,Current,2024-10-23,Active,377,Cleaned and Validated
holly8730@upi,cust106430,Pnb,Credit_Card_Linked,2022-09-26,Active,1135,Cleaned and Validated
thomas3559@upi,cust103478,Kotak,Current,2024-09-09,Active,421,Cleaned and Validated
laura2814@upi,cust107389,Kotak,Savings,2025-04-22,Active,196,Cleaned and Validated
mr.8495@upi,cust108401,Pnb,Current,2023-08-26,Active,801,Cleaned and Validated
jack5137@upi,cust105736,Icici,Savings,2025-03-02,Active,247,Cleaned and Validated
cynthia3793@upi,cust104678,Kotak,Current,2024-04-19,Active,564,Cleaned and Validated
brett4581@upi,cust102397,Kotak,Current,2024-03-13,Active,601,Cleaned and Validated
james5679@upi,cust104898,Kotak,Current,2024-12-13,Active,326,Cleaned and Validated
tyrone1447@upi,cust102042,Sbi,Savings,2025-07-08,Active,119,Cleaned and Validated
michelle9131@upi,cust106911,Pnb,Current,2025-06-30,Active,127,Cleaned and Validated
brianna1041@upi,cust104569,Kotak,Credit_Card_Linked,2022-04-14,Active,1300,Cleaned and Validated
jennifer1745@upi,cust105550,Kotak,Credit_Card_Linked,2024-12-01,Active,338,Cleaned and Validated
jonathan6651@upi,cust107959,Pnb,Savings,2024-08-12,Active,449,Cleaned and Validated
steven6230@upi,cust107169,Hdfc,Savings,2025-05-08,Active,180,Cleaned and Validated
emily3887@upi,cust109937,Kotak,Current,2025-03-02,Blocked,247,Cleaned and Validated
jonathon3792@upi,cust103411,Sbi,Credit_Card_Linked,2023-12-26,Active,679,Cleaned and Validated
sharon7795@upi,cust108502,Icici,Credit_Card_Linked,2024-11-11,Active,358,Cleaned and Validated
dr.4632@upi,cust100307,Axis,Savings,2021-09-03,Active,1523,Cleaned and Validated
cathy8808@upi,cust101787,Hdfc,Savings,2023-05-06,Active,913,Cleaned and Validated
brett6558@upi,cust102397,Kotak,Savings,2025-04-15,Active,203,Cleaned and Validated
daniel3456@upi,cust106514,Axis,Current,2024-08-12,Active,449,Cleaned and Validated
paul5431@upi,cust104103,Sbi,Savings,2022-10-23,Active,1108,Cleaned and Validated
dawn2358@upi,cust100623,Pnb,Savings,2023-10-17,Active,749,Cleaned and Validated
jeffrey9285@upi,cust105595,Hdfc,Credit_Card_Linked,2024-09-11,Active,419,Cleaned and Validated
clarence3686@upi,cust104189,Axis,Current,2025-04-25,Active,193,Cleaned and Validated
matthew8026@upi,cust103587,Icici,Credit_Card_Linked,2024-12-05,Active,334,Cleaned and Validated
elizabeth2182@upi,cust102115,Pnb,Current,2025-02-16,Active,261,Cleaned and Validated
john2433@upi,cust104917,Axis,Credit_Card_Linked,2024-08-04,Active,457,Cleaned and Validated
sarah7315@upi,cust109230,Icici,Credit_Card_Linked,2022-10-20,Active,1111,Cleaned and Validated
arthur8914@upi,cust100095,Hdfc,Savings,2023-08-02,Active,825,Cleaned and Validated
devon5650@upi,cust104811,Icici,Savings,2024-03-21,Active,593,Cleaned and Validated
amy9069@upi,cust105362,Kotak,Current,2024-01-24,Active,650,Cleaned and Validated
abigail7364@upi,cust109017,Pnb,Current,2025-08-01,Active,95,Cleaned and Validated
matthew2791@upi,cust108849,Kotak,Savings,2022-02-01,Active,1372,Cleaned and Validated
brittney6576@upi,cust103864,Pnb,Savings,2025-04-18,Active,200,Cleaned and Validated
justin9458@upi,cust100919,Sbi,Savings,2023-04-02,Suspended,947,Cleaned and Validated
ronald6883@upi,cust108214,Icici,Credit_Card_Linked,2025-08-05,Active,91,Cleaned and Validated
colton1891@upi,cust108947,Sbi,Current,2022-11-23,Active,1077,Cleaned and Validated
kelly4040@upi,cust106804,Pnb,Current,2023-07-05,Active,853,Cleaned and Validated
alice7983@upi,cust105869,Axis,Current,2024-04-11,Active,572,Cleaned and Validated
dana3433@upi,cust109098,Icici,Savings,2022-08-21,Active,1171,Cleaned and Validated
alison5804@upi,cust104036,Kotak,Current,2025-06-29,Active,128,Cleaned and Validated
matthew2703@upi,cust106589,Sbi,Savings,2024-08-20,Suspended,441,Cleaned and Validated
tonya8480@upi,cust107979,Sbi,Current,2024-05-02,Active,551,Cleaned and Validated
jessica2990@upi,cust102951,Axis,Savings,2025-03-20,Active,229,Cleaned and Validated
darren3268@upi,cust106702,Hdfc,Credit_Card_Linked,2025-03-11,Active,238,Cleaned and Validated
patricia3415@upi,cust104582,Icici,Credit_Card_Linked,2022-12-27,Active,1043,Cleaned and Validated
craig8401@upi,cust108969,Pnb,Savings,2024-12-06,Active,333,Cleaned and Validated
darlene3425@upi,cust106214,Icici,Credit_Card_Linked,2024-12-22,Active,317,Cleaned and Validated
theresa1620@upi,cust104916,Sbi,Credit_Card_Linked,2025-07-19,Active,108,Cleaned and Validated
bianca2991@upi,cust102716,Sbi,Savings,2025-07-14,Active,113,Cleaned and Validated
kirsten2614@upi,cust106168,Pnb,Credit_Card_Linked,2024-02-16,Active,627,Cleaned and Validated
matthew6232@upi,cust101062,Sbi,Current,2025-05-02,Active,186,Cleaned and Validated
alyssa7347@upi,cust101530,Pnb,Current,2025-06-29,Active,128,Cleaned and Validated
brandon8605@upi,cust101931,Pnb,Savings,2025-03-14,Active,235,Cleaned and Validated
susan2308@upi,cust106500,Pnb,Current,2024-06-05,Active,517,Cleaned and Validated
danielle5048@upi,cust107788,Sbi,Current,2025-07-23,Active,104,Cleaned and Validated
david4616@upi,cust102298,Kotak,Savings,2024-08-03,Active,458,Cleaned and Validated
scott7989@upi,cust104059,Icici,Current,2024-07-12,Active,480,Cleaned and Validated
christina3438@upi,cust104634,Pnb,Current,2025-04-30,Active,188,Cleaned and Validated
christian3819@upi,cust101071,Icici,Savings,2025-04-06,Active,212,Cleaned and Validated
margaret9068@upi,cust109978,Axis,Current,2023-07-12,Active,846,Cleaned and Validated
elizabeth3352@upi,cust105943,Axis,Savings,2024-11-10,Active,359,Cleaned and Validated
jenna5388@upi,cust102782,Icici,Current,2025-06-23,Active,134,Cleaned and Validated
jose6615@upi,cust108198,Icici,Savings,2024-11-18,Active,351,Cleaned and Validated
valerie4391@upi,cust104160,Icici,Credit_Card_Linked,2024-12-23,Active,316,Cleaned and Validated
christian4285@upi,cust106412,Sbi,Savings,2025-03-27,Active,222,Cleaned and Validated
christina3091@upi,cust107239,Hdfc,Current,2022-12-20,Active,1050,Cleaned and Validated
madison4197@upi,cust101760,Hdfc,Current,2022-04-22,Active,1292,Cleaned and Validated
shirley7024@upi,cust100203,Icici,Credit_Card_Linked,2025-08-04,Active,92,Cleaned and Validated
renee7980@upi,cust103485,Icici,Savings,2024-01-17,Active,657,Cleaned and Validated
stacy1060@upi,cust101216,Pnb,Credit_Card_Linked,2020-12-30,Active,1770,Cleaned and Validated
wendy9358@upi,cust107585,Pnb,Current,2025-06-29,Active,128,Cleaned and Validated
deborah1360@upi,cust101553,Sbi,Savings,2023-01-19,Active,1020,Cleaned and Validated
michael5201@upi,cust101755,Kotak,Current,2024-08-27,Active,434,Cleaned and Validated
michael4198@upi,cust101098,Axis,Current,2025-04-24,Active,194,Cleaned and Validated
lisa5767@upi,cust108165,Hdfc,Credit_Card_Linked,2025-05-26,Active,162,Cleaned and Validated
todd3913@upi,cust107813,Kotak,Savings,2025-06-24,Active,133,Cleaned and Validated
deanna5148@upi,cust100385,Hdfc,Current,2025-04-06,Active,212,Cleaned and Validated
donald5595@upi,cust100485,Hdfc,Savings,2022-12-13,Active,1057,Cleaned and Validated
amber4314@upi,cust101340,Sbi,Credit_Card_Linked,2024-07-04,Active,488,Cleaned and Validated
victoria2091@upi,cust109019,Icici,Savings,2021-04-24,Active,1655,Cleaned and Validated
miguel7961@upi,cust103655,Icici,Current,2024-03-15,Active,599,Cleaned and Validated
johnny4440@upi,cust106373,Axis,Current,2024-12-15,Active,324,Cleaned and Validated
christina2172@upi,cust106738,Sbi,Current,2023-05-27,Active,892,Cleaned and Validated
lisa9215@upi,cust102201,Hdfc,Credit_Card_Linked,2024-03-20,Active,594,Cleaned and Validated
william8436@upi,cust102580,Sbi,Current,2024-07-29,Active,463,Cleaned and Validated
stacy9550@upi,cust101555,Sbi,Savings,2025-06-03,Active,154,Cleaned and Validated
brandon3007@upi,cust108249,Hdfc,Credit_Card_Linked,2023-07-20,Active,838,Cleaned and Validated
brandon5815@upi,cust107251,Axis,Credit_Card_Linked,2024-05-04,Active,549,Cleaned and Validated
gabriel6411@upi,cust108410,Icici,Current,2024-12-24,Active,315,Cleaned and Validated
stacy3129@upi,cust105197,Icici,Savings,2024-02-17,Active,626,Cleaned and Validated
brandon7306@upi,cust102488,Hdfc,Savings,2023-10-23,Active,743,Cleaned and Validated
valerie5696@upi,cust105325,Hdfc,Current,2023-11-23,Active,712,Cleaned and Validated
edward7311@upi,cust108488,Sbi,Savings,2024-01-19,Active,655,Cleaned and Validated
billy6472@upi,cust109731,Kotak,Savings,2025-05-08,Active,180,Cleaned and Validated
lisa2749@upi,cust108761,Icici,Savings,2024-03-12,Active,602,Cleaned and Validated
marc7152@upi,cust104403,Kotak,Current,2024-03-14,Active,600,Cleaned and Validated
nicholas2670@upi,cust103778,Kotak,Current,2024-11-11,Active,358,Cleaned and Validated
susan3228@upi,cust101724,Kotak,Current,2022-07-01,Active,1222,Cleaned and Validated
laurie6748@upi,cust100057,Icici,Credit_Card_Linked,2025-04-09,Active,209,Cleaned and Validated
darren1184@upi,cust103853,Hdfc,Savings,2023-02-28,Active,980,Cleaned and Validated
amanda2649@upi,cust101961,Hdfc,Credit_Card_Linked,2025-04-16,Active,202,Cleaned and Validated
maria8297@upi,cust100848,Sbi,Savings,2025-06-02,Active,155,Cleaned and Validated
rebecca9162@upi,cust103400,Icici,Credit_Card_Linked,2023-09-05,Active,791,Cleaned and Validated
joseph3582@upi,cust103615,Icici,Current,2024-06-01,Active,521,Cleaned and Validated
kendra7549@upi,cust100831,Icici,Credit_Card_Linked,2025-05-24,Blocked,164,Cleaned and Validated
travis3763@upi,cust108218,Pnb,Current,2025-07-12,Active,115,Cleaned and Validated
adam8698@upi,cust104425,Sbi,Current,2025-07-20,Active,107,Cleaned and Validated
mark6857@upi,cust105584,Icici,Current,2025-06-23,Active,134,Cleaned and Validated
mr.5572@upi,cust106968,Axis,Savings,2025-05-08,Active,180,Cleaned and Validated
jon5869@upi,cust103388,Hdfc,Savings,2022-02-08,Active,1365,Cleaned and Validated
matthew3049@upi,cust103928,Sbi,Credit_Card_Linked,2025-04-11,Active,207,Cleaned and Validated
eric5556@upi,cust102252,Kotak,Current,2025-02-05,Active,272,Cleaned and Validated
tasha9776@upi,cust107043,Pnb,Savings,2025-04-02,Active,216,Cleaned and Validated
donna3726@upi,cust101665,Axis,Current,2024-01-06,Active,668,Cleaned and Validated
michael3812@upi,cust103545,Icici,Credit_Card_Linked,2024-10-12,Active,388,Cleaned and Validated
manuel7551@upi,cust108212,Pnb,Credit_Card_Linked,2025-03-27,Active,222,Cleaned and Validated
kelly4354@upi,cust107033,Icici,Savings,2024-08-31,Active,430,Cleaned and Validated
brent2059@upi,cust100430,Icici,Credit_Card_Linked,2025-05-28,Active,160,Cleaned and Validated
bob4366@upi,cust108096,Kotak,Current,2022-03-09,Active,1336,Cleaned and Validated
catherine7629@upi,cust104209,Pnb,Credit_Card_Linked,2023-12-11,Active,694,Cleaned and Validated
jeffrey3489@upi,cust101270,Pnb,Credit_Card_Linked,2025-05-27,Active,161,Cleaned and Validated
paul5351@upi,cust104128,Sbi,Credit_Card_Linked,2023-06-20,Active,868,Cleaned and Validated
sandra4573@upi,cust106038,Icici,Savings,2022-04-24,Active,1290,Cleaned and Validated
kimberly7855@upi,cust100118,Axis,Credit_Card_Linked,2025-07-01,Active,126,Cleaned and Validated
gerald7269@upi,cust103940,Kotak,Savings,2025-05-01,Active,187,Cleaned and Validated
sarah6859@upi,cust102447,Pnb,Current,2024-10-06,Active,394,Cleaned and Validated
mr.2245@upi,cust109360,Hdfc,Credit_Card_Linked,2025-02-11,Blocked,266,Cleaned and Validated
hannah5531@upi,cust103320,Pnb,Current,2023-06-10,Active,878,Cleaned and Validated
benjamin3584@upi,cust106035,Hdfc,Credit_Card_Linked,2022-01-08,Suspended,1396,Cleaned and Validated
donna1448@upi,cust101618,Kotak,Savings,2024-06-03,Active,519,Cleaned and Validated
tracy1860@upi,cust107307,Icici,Savings,2025-02-05,Active,272,Cleaned and Validated
nichole3284@upi,cust102008,Hdfc,Savings,2025-05-15,Blocked,173,Cleaned and Validated
kayla2742@upi,cust103828,Kotak,Credit_Card_Linked,2024-09-05,Active,425,Cleaned and Validated
kelly2650@upi,cust102735,Kotak,Credit_Card_Linked,2024-05-13,Active,540,Cleaned and Validated
alexandra9857@upi,cust105896,Pnb,Current,2022-08-15,Active,1177,Cleaned and Validated
todd4171@upi,cust107989,Icici,Credit_Card_Linked,2023-03-06,Active,974,Cleaned and Validated
jeffery4440@upi,cust107724,Kotak,Credit_Card_Linked,2024-11-25,Active,344,Cleaned and Validated
jeanette3330@upi,cust105870,Sbi,Current,2022-09-04,Active,1157,Cleaned and Validated
eric9750@upi,cust102778,Pnb,Savings,2023-01-24,Active,1015,Cleaned and Validated
alexis6066@upi,cust106721,Axis,Credit_Card_Linked,2025-07-27,Active,100,Cleaned and Validated
julie5129@upi,cust106525,Icici,Savings,2023-08-07,Active,820,Cleaned and Validated
robert4749@upi,cust103644,Pnb,Current,2024-09-08,Active,422,Cleaned and Validated
keith6531@upi,cust105993,Sbi,Current,2022-10-13,Active,1118,Cleaned and Validated
danielle6427@upi,cust109718,Icici,Credit_Card_Linked,2022-09-18,Active,1143,Cleaned and Validated
taylor3651@upi,cust103117,Hdfc,Savings,2025-03-20,Blocked,229,Cleaned and Validated
ashley4228@upi,cust109063,Kotak,Credit_Card_Linked,2024-03-28,Blocked,586,Cleaned and Validated
william2558@upi,cust101300,Hdfc,Credit_Card_Linked,2025-02-01,Active,276,Cleaned and Validated
brett5819@upi,cust107236,Sbi,Current,2025-06-19,Active,138,Cleaned and Validated
ashley2823@upi,cust109429,Pnb,Savings,2024-06-04,Active,518,Cleaned and Validated
paula8221@upi,cust102800,Sbi,Current,2023-01-15,Active,1024,Cleaned and Validated
erika9313@upi,cust108197,Pnb,Credit_Card_Linked,2025-03-10,Active,239,Cleaned and Validated
marc7291@upi,cust102221,Hdfc,Current,2024-06-14,Active,508,Cleaned and Validated
tony5161@upi,cust106794,Sbi,Credit_Card_Linked,2025-04-20,Active,198,Cleaned and Validated
carol3654@upi,cust109909,Sbi,Credit_Card_Linked,2021-10-18,Active,1478,Cleaned and Validated
margaret3219@upi,cust109556,Hdfc,Current,2025-07-28,Blocked,99,Cleaned and Validated
marcus1667@upi,cust103444,Hdfc,Credit_Card_Linked,2025-04-19,Active,199,Cleaned and Validated
teresa5355@upi,cust100210,Axis,Savings,2025-01-31,Active,277,Cleaned and Validated
john8407@upi,cust103691,Icici,Savings,2025-07-26,Active,101,Cleaned and Validated
donna1492@upi,cust109682,Sbi,Credit_Card_Linked,2025-03-09,Active,240,Cleaned and Validated
diana4950@upi,cust103786,Axis,Current,2024-08-21,Blocked,440,Cleaned and Validated
michael2031@upi,cust105779,Hdfc,Credit_Card_Linked,2024-12-05,Active,334,Cleaned and Validated
lisa7039@upi,cust105321,Axis,Current,2024-07-13,Active,479,Cleaned and Validated
molly8832@upi,cust101573,Sbi,Current,2023-02-01,Active,1007,Cleaned and Validated
frank2370@upi,cust109993,Kotak,Current,2025-02-02,Suspended,275,Cleaned and Validated
brianna9230@upi,cust100459,Hdfc,Credit_Card_Linked,2024-09-03,Active,427,Cleaned and Validated
mario4324@upi,cust106552,Icici,Current,2021-08-23,Active,1534,Cleaned and Validated
teresa4139@upi,cust103753,Pnb,Current,2024-01-12,Active,662,Cleaned and Validated
kyle1974@upi,cust106758,Icici,Savings,2024-12-04,Active,335,Cleaned and Validated
kristine9015@upi,cust102797,Hdfc,Savings,2024-08-01,Active,460,Cleaned and Validated
jack8825@upi,cust109911,Sbi,Savings,2025-04-28,Active,190,Cleaned and Validated
daniel9661@upi,cust107811,Kotak,Current,2025-07-15,Active,112,Cleaned and Validated
barbara3738@upi,cust105969,Kotak,Savings,2025-02-17,Active,260,Cleaned and Validated
shannon1074@upi,cust100634,Sbi,Current,2025-05-13,Active,175,Cleaned and Validated
lindsay1318@upi,cust103060,Axis,Current,2024-04-17,Active,566,Cleaned and Validated
