customer_id,full_name,mobile_number,age,valid_age,valid_gender,region,date_joined,is_business_user,risk_score,risk_check_flag,validation_status_flag,cleaning_status
cust101620,Tyler Joyce,6612399290,22,OK,Female,south,01-11-2021,FALSE,0.17,OK,OK,Cleaned and Validated
cust101621,Tracy Fernandez,1133277708,67,OK,Female,west,14-12-2024,FALSE,0.07,OK,OK,Cleaned and Validated
cust101622,David Martinez,4873992805,58,OK,Male,north,14-01-2023,FALSE,0.09,OK,OK,Cleaned and Validated
cust101623,Gina Adams,7664123406,19,OK,Female,west,01-06-2022,FALSE,0.07,OK,OK,Cleaned and Validated
cust101624,Robert Davis,4621525571,26,OK,Female,south,13-03-2025,FALSE,0.23,OK,OK,Cleaned and Validated
cust101625,Jill Prince,Unavailable,50,OK,Male,east,27-03-2024,FALSE,0.45,OK,Needs Review,Cleaned and Validated
cust101626,Veronica Cooper,4095535711,23,OK,Female,west,24-09-2022,FALSE,0.18,OK,OK,Cleaned and Validated
cust101627,Kristine Smith,3063777151,47,OK,Other,east,23-09-2021,TRUE,0.04,OK,OK,Cleaned and Validated
cust101628,Michael Gamble,8387355944,37,OK,Female,north,28-02-2025,FALSE,0.35,OK,OK,Cleaned and Validated
cust101629,Jennifer Howell,9997261939,38,OK,Male,west,19-08-2020,TRUE,0.08,OK,OK,Cleaned and Validated
cust101630,Joseph Walker,3271585718,28,OK,Female,central,11-08-2024,FALSE,0.27,OK,OK,Cleaned and Validated
cust101631,Jillian Joseph,4655833952,62,OK,Female,east,05-03-2021,FALSE,0.15,OK,OK,Cleaned and Validated
cust101632,Kenneth Rodriguez,1907742764,68,OK,Male,north,12-03-2022,FALSE,0.21,OK,OK,Cleaned and Validated
cust101633,Mary Mitchell,5211324213,21,OK,Male,east,24-11-2023,FALSE,0.61,OK,OK,Cleaned and Validated
cust101634,Joshua Berry,2261119833,26,OK,Female,north,24-11-2023,TRUE,0.11,OK,OK,Cleaned and Validated
cust101635,Anthony Yoder,5096269460,27,OK,Male,west,04-02-2021,FALSE,0.13,OK,OK,Cleaned and Validated
cust101636,Amy Hall,3351695405,56,OK,Male,west,24-03-2021,FALSE,0.25,OK,OK,Cleaned and Validated
cust101637,Arthur Mckinney,8221453456,42,OK,Male,central,02-01-2024,FALSE,0.2,OK,OK,Cleaned and Validated
cust101638,Daniel Mack,Unavailable,67,OK,Female,west,19-06-2024,FALSE,0.15,OK,Needs Review,Cleaned and Validated
cust101639,Matthew Evans,4257013753,32,OK,Female,north,16-06-2025,FALSE,0.12,OK,OK,Cleaned and Validated
cust101640,Jessica Delacruz,4872238004,70,OK,Female,central,24-11-2022,FALSE,0.27,OK,OK,Cleaned and Validated
cust101641,Michael Richardson,6784732934,44,OK,Female,central,02-02-2023,FALSE,0.33,OK,OK,Cleaned and Validated
cust101642,Eric Reynolds,6959874340,58,OK,Female,south,22-11-2024,FALSE,0.09,OK,OK,Cleaned and Validated
cust101643,Richard Miller,5919524542,29,OK,Male,north,29-12-2023,FALSE,0.06,OK,OK,Cleaned and Validated
cust101644,April Reynolds,1525856941,37,OK,Male,east,12-02-2021,FALSE,0.42,OK,OK,Cleaned and Validated
cust101645,Anna Henry,5578407022,67,OK,Female,south,21-09-2023,FALSE,0.03,OK,OK,Cleaned and Validated
cust101646,Jeremy Rollins,5953665716,35,OK,Female,south,05-09-2021,FALSE,0.29,OK,OK,Cleaned and Validated
cust101647,Jennifer Sims,Unavailable,63,OK,Female,east,21-04-2025,FALSE,0.25,OK,Needs Review,Cleaned and Validated
cust101648,Justin Williams,3062822981,68,OK,Female,south,10-07-2020,FALSE,0.07,OK,OK,Cleaned and Validated
cust101649,Eric Montes,7019754466,28,OK,Female,south,16-04-2024,TRUE,0.29,OK,OK,Cleaned and Validated
cust101650,Robert Coffey,8107948126,40,OK,Male,central,15-09-2023,FALSE,0.07,OK,OK,Cleaned and Validated
cust101651,Joanne Fuller,2377428516,65,OK,Male,west,15-10-2021,FALSE,0.07,OK,OK,Cleaned and Validated
cust101652,Nicole Thompson,3860017967,65,OK,Male,central,04-06-2021,FALSE,0.03,OK,OK,Cleaned and Validated
cust101653,Amanda Taylor,5346615392,60,OK,Female,west,11-06-2020,FALSE,0.3,OK,OK,Cleaned and Validated
cust101654,Richard Hicks,7063248889,38,OK,Male,south,08-08-2021,FALSE,0.15,OK,OK,Cleaned and Validated
cust101655,David Hunter,8618928900,51,OK,Female,east,18-06-2021,FALSE,0.33,OK,OK,Cleaned and Validated
cust101656,Wendy Flores,4732394821,66,OK,Female,south,12-09-2021,FALSE,0.1,OK,OK,Cleaned and Validated
cust101657,Pamela Greer,Unavailable,62,OK,Male,east,01-09-2021,FALSE,0.27,OK,Needs Review,Cleaned and Validated
cust101658,Ruth Pham,6009789088,22,OK,Male,central,11-09-2021,FALSE,0.37,OK,OK,Cleaned and Validated
cust101659,Jake Reyes,7083512052,61,OK,Male,central,31-03-2023,FALSE,0.19,OK,OK,Cleaned and Validated
cust101660,Robert Palmer,8783594155,51,OK,Male,north,15-08-2023,FALSE,0.06,OK,OK,Cleaned and Validated
cust101661,Aaron Nelson,6288109234,70,OK,Male,south,13-08-2024,FALSE,0.16,OK,OK,Cleaned and Validated
cust101662,Connie Padilla,7505818179,31,OK,Male,central,08-05-2025,FALSE,0.35,OK,OK,Cleaned and Validated
cust101663,Laura Rodriguez,5294116941,29,OK,Male,central,05-06-2024,TRUE,0.29,OK,OK,Cleaned and Validated
cust101664,Katherine Turner,9467888635,35,OK,Female,south,18-10-2024,FALSE,0.15,OK,OK,Cleaned and Validated
cust101665,Donna Taylor,9110501052,27,OK,Other,south,28-11-2023,TRUE,0,OK,OK,Cleaned and Validated
cust101666,Ryan Collins,3350073906,43,OK,Male,south,16-11-2022,FALSE,0.29,OK,OK,Cleaned and Validated
cust101667,Katie Flores,7089669794,70,OK,Female,north,17-11-2022,TRUE,0.4,OK,OK,Cleaned and Validated
cust101668,Ethan Chandler,1481474996,56,OK,Male,central,06-10-2024,FALSE,0.4,OK,OK,Cleaned and Validated
cust101669,Lisa Evans,4708119844,18,OK,Female,west,03-02-2024,FALSE,0.25,OK,OK,Cleaned and Validated
cust101670,Ariana Cantrell,8779650507,57,OK,Male,south,05-05-2022,FALSE,0.18,OK,OK,Cleaned and Validated
cust101671,Francisco Ramirez,6454428637,41,OK,Female,north,03-05-2025,FALSE,0.11,OK,OK,Cleaned and Validated
cust101672,Laura Thompson,3240902286,57,OK,Female,east,18-03-2021,TRUE,0.13,OK,OK,Cleaned and Validated
cust101673,Kimberly Hays,7908864884,46,OK,Female,south,10-04-2020,TRUE,0,OK,OK,Cleaned and Validated
cust101674,Matthew Miles,6431828809,34,OK,Male,north,09-07-2021,TRUE,0.46,OK,OK,Cleaned and Validated
cust101675,Dale Moore,9460340178,56,OK,Female,south,03-09-2025,FALSE,0.2,OK,OK,Cleaned and Validated
cust101676,Elizabeth Oneal,7348370492,63,OK,Female,east,27-11-2023,FALSE,0.49,OK,OK,Cleaned and Validated
cust101677,Jeremy Tanner,5917287964,19,OK,Female,south,18-03-2021,FALSE,0.19,OK,OK,Cleaned and Validated
cust101678,Gary Johnson,4357130714,24,OK,Male,south,12-12-2021,FALSE,0.01,OK,OK,Cleaned and Validated
cust101679,Dr. Margaret Martinez,4173538055,69,OK,Male,south,14-09-2020,FALSE,0.42,OK,OK,Cleaned and Validated
cust101680,Michelle Parks,9682882571,41,OK,Male,central,10-09-2020,FALSE,0.1,OK,OK,Cleaned and Validated
cust101681,James Barnes,8658825431,45,OK,Female,south,02-04-2025,FALSE,0.15,OK,OK,Cleaned and Validated
cust101682,Ann Dalton,2373916035,66,OK,Female,central,22-08-2024,FALSE,0.4,OK,OK,Cleaned and Validated
cust101683,Barbara Stevens,7369275547,36,OK,Female,north,15-05-2023,FALSE,0.38,OK,OK,Cleaned and Validated
cust101684,Natalie Jones,5267493403,39,OK,Male,south,13-07-2025,FALSE,0,OK,OK,Cleaned and Validated
cust101685,Jeffery Watts,7822869514,44,OK,Male,east,15-09-2020,FALSE,0.2,OK,OK,Cleaned and Validated
cust101686,Angela Castillo,7618634954,19,OK,Female,central,04-04-2024,FALSE,0.07,OK,OK,Cleaned and Validated
cust101687,Matthew Morales,2608083358,38,OK,Male,south,09-09-2024,FALSE,0.26,OK,OK,Cleaned and Validated
cust101688,Jennifer Garcia,4913730893,70,OK,Male,west,08-06-2020,FALSE,0.42,OK,OK,Cleaned and Validated
cust101689,Jacob Burton,8447011218,53,OK,Male,west,13-12-2021,FALSE,0.14,OK,OK,Cleaned and Validated
cust101690,William Hardy,3783251515,58,OK,Male,south,27-03-2021,FALSE,0.38,OK,OK,Cleaned and Validated
cust101691,Nancy Fernandez,Unavailable,56,OK,Female,east,07-12-2023,TRUE,0.09,OK,Needs Review,Cleaned and Validated
cust101692,Angela Wong,3242192223,69,OK,Female,west,10-05-2024,TRUE,0.46,OK,OK,Cleaned and Validated
cust101693,Warren Stevens,7284098809,30,OK,Female,east,24-08-2020,FALSE,0.1,OK,OK,Cleaned and Validated
cust101694,Susan Price,5387289993,31,OK,Female,central,09-11-2020,FALSE,0.14,OK,OK,Cleaned and Validated
cust101695,Aaron Wells,2094889584,20,OK,Male,west,02-01-2024,FALSE,0.24,OK,OK,Cleaned and Validated
cust101696,Samuel Gonzales,7797654441,58,OK,Male,east,01-11-2022,FALSE,0.03,OK,OK,Cleaned and Validated
cust101697,Alexander Brown,9185640935,30,OK,Male,west,23-09-2023,FALSE,0.39,OK,OK,Cleaned and Validated
cust101698,Christopher Berry,6336650217,67,OK,Female,south,13-01-2025,FALSE,0.07,OK,OK,Cleaned and Validated
cust101699,Rebecca Guzman,6867403886,70,OK,Female,east,03-08-2022,FALSE,0.27,OK,OK,Cleaned and Validated
cust101700,Stacy Nielsen,1393307200,45,OK,Female,south,07-03-2024,FALSE,0.05,OK,OK,Cleaned and Validated
cust101701,Thomas Wilson,Unavailable,65,OK,Male,east,19-08-2024,FALSE,0.21,OK,Needs Review,Cleaned and Validated
cust101702,Angel Yates,7623968433,61,OK,Female,central,08-02-2021,FALSE,0.2,OK,OK,Cleaned and Validated
cust101703,Frank Gross,5392134074,24,OK,Female,east,27-03-2021,FALSE,0.15,OK,OK,Cleaned and Validated
cust101704,David Martinez,8920732470,45,OK,Male,west,20-11-2023,FALSE,0.26,OK,OK,Cleaned and Validated
cust101705,Elizabeth Wilson,4649503692,29,OK,Female,west,19-06-2024,FALSE,0.07,OK,OK,Cleaned and Validated
cust101706,Linda Walker,1978876498,47,OK,Male,north,10-03-2024,FALSE,0.38,OK,OK,Cleaned and Validated
cust101707,Billy Ford,Unavailable,43,OK,Female,south,05-06-2025,FALSE,0.22,OK,Needs Review,Cleaned and Validated
cust101708,Carla Orr,8295979350,49,OK,Female,east,16-09-2024,FALSE,0,OK,OK,Cleaned and Validated
cust101709,Daryl Martin,8588469085,42,OK,Female,north,25-03-2023,FALSE,0.44,OK,OK,Cleaned and Validated
cust101710,Desiree Parrish,Unavailable,33,OK,Male,east,22-06-2021,FALSE,0.25,OK,Needs Review,Cleaned and Validated
cust101711,Tina Green,9742602420,35,OK,Male,west,18-08-2023,FALSE,0.39,OK,OK,Cleaned and Validated
cust101712,Jesse Anthony,4453346855,68,OK,Male,east,05-01-2022,FALSE,0.18,OK,OK,Cleaned and Validated
cust101713,Anthony Mason,3975110954,29,OK,Other,east,14-05-2021,FALSE,0,OK,OK,Cleaned and Validated
cust101714,Matthew Lee,8372033993,32,OK,Female,north,25-09-2021,FALSE,0.15,OK,OK,Cleaned and Validated
cust101715,Eddie Carr,7290982207,28,OK,Male,central,26-10-2023,FALSE,0.05,OK,OK,Cleaned and Validated
cust101716,Timothy Brennan,7313662602,38,OK,Female,north,03-02-2025,FALSE,0.2,OK,OK,Cleaned and Validated
cust101717,Patrick Thompson,2533893873,49,OK,Male,central,07-11-2025,FALSE,0.14,OK,OK,Cleaned and Validated
cust101718,Rachel Blevins,6739853824,20,OK,Female,central,13-11-2023,FALSE,0.23,OK,OK,Cleaned and Validated
cust101719,Shawn Stewart,6630817294,39,OK,Female,south,25-12-2021,FALSE,0,OK,OK,Cleaned and Validated
cust101720,Jaclyn Chung,9144116968,59,OK,Female,north,09-08-2023,FALSE,0.21,OK,OK,Cleaned and Validated
cust101721,Katelyn Weaver,6519596821,54,OK,Female,east,01-11-2023,FALSE,0.14,OK,OK,Cleaned and Validated
cust101722,Ashley Murphy,2717865857,66,OK,Female,central,14-01-2022,FALSE,0.28,OK,OK,Cleaned and Validated
cust101723,Rebecca Cortez,5074213669,52,OK,Male,north,09-10-2022,FALSE,0,OK,OK,Cleaned and Validated
cust101724,Susan Vega,4971119506,26,OK,Male,east,15-05-2022,FALSE,0.15,OK,OK,Cleaned and Validated
cust101725,Sean Butler,9337177147,28,OK,Female,south,28-05-2022,FALSE,0.4,OK,OK,Cleaned and Validated
cust101726,Jesus Cruz,4111799929,23,OK,Female,north,31-12-2021,FALSE,0.06,OK,OK,Cleaned and Validated
cust101727,Joel Martin,8488476568,34,OK,Female,west,25-01-2025,FALSE,0.29,OK,OK,Cleaned and Validated
cust101728,Ashley Winters,Unavailable,65,OK,Female,south,04-09-2023,FALSE,0.36,OK,Needs Review,Cleaned and Validated
cust101729,James King,Unavailable,62,OK,Male,central,16-07-2024,FALSE,0.2,OK,Needs Review,Cleaned and Validated
cust101730,Elizabeth Hays,4036565663,52,OK,Female,north,26-12-2022,FALSE,0.32,OK,OK,Cleaned and Validated
cust101731,Jeffrey Carpenter,5740348685,45,OK,Male,central,23-12-2020,FALSE,0.32,OK,OK,Cleaned and Validated
cust101732,Jeremy Rice,6313762806,60,OK,Female,south,26-05-2023,FALSE,0.39,OK,OK,Cleaned and Validated
cust101733,Mario Washington,6185937571,69,OK,Female,north,23-07-2021,FALSE,0.16,OK,OK,Cleaned and Validated
cust101734,Robert Fleming,9659674160,21,OK,Female,west,12-10-2020,FALSE,0.19,OK,OK,Cleaned and Validated
cust101735,Jessica Gaines,9346680404,58,OK,Female,north,28-01-2022,FALSE,0.3,OK,OK,Cleaned and Validated
cust101736,Douglas Miller,4931672499,21,OK,Female,south,07-06-2022,TRUE,0.11,OK,OK,Cleaned and Validated
cust101737,Pamela Mcgrath,6803330419,40,OK,Female,north,13-01-2023,FALSE,0.21,OK,OK,Cleaned and Validated
cust101738,Marcus Knight,2361163306,29,OK,Male,central,14-08-2023,TRUE,0.12,OK,OK,Cleaned and Validated
cust101739,Craig Gibson,6542776738,57,OK,Female,central,14-01-2022,FALSE,0,OK,OK,Cleaned and Validated
cust101740,Kimberly Peterson,2259171896,61,OK,Male,north,05-05-2023,FALSE,0.24,OK,OK,Cleaned and Validated
cust101741,Sarah Dudley,1546113529,33,OK,Female,south,15-07-2025,FALSE,0.4,OK,OK,Cleaned and Validated
cust101742,Edward Underwood,Unavailable,70,OK,Male,south,05-02-2023,TRUE,0.16,OK,Needs Review,Cleaned and Validated
cust101743,Robert Braun,5077240887,50,OK,Female,east,12-07-2021,FALSE,0.21,OK,OK,Cleaned and Validated
cust101744,Jessica Cantu,4298677503,47,OK,Male,west,24-07-2025,FALSE,0.15,OK,OK,Cleaned and Validated
cust101745,Richard Todd,3487481823,40,OK,Female,south,23-01-2024,FALSE,0.11,OK,OK,Cleaned and Validated
cust101746,Amanda Henry,5331676292,61,OK,Female,east,01-07-2022,FALSE,0.22,OK,OK,Cleaned and Validated
cust101747,Thomas Townsend,5929659982,21,OK,Male,south,26-06-2022,FALSE,0.33,OK,OK,Cleaned and Validated
cust101748,Mr. Alex Luna Jr.,2587495401,42,OK,Female,central,08-10-2023,FALSE,0.47,OK,OK,Cleaned and Validated
cust101749,Alyssa Collier,6281403077,29,OK,Male,north,30-11-2024,FALSE,0.3,OK,OK,Cleaned and Validated
cust101750,Joseph Farrell,3672472894,28,OK,Male,central,11-06-2021,FALSE,0.08,OK,OK,Cleaned and Validated
cust101751,Alyssa Anderson,7713319437,64,OK,Male,north,03-03-2025,FALSE,0.03,OK,OK,Cleaned and Validated
cust101752,Robert Jones,7129846292,43,OK,Male,central,26-01-2025,FALSE,0.36,OK,OK,Cleaned and Validated
cust101753,Emily Martin,9633256116,27,OK,Female,west,28-07-2023,FALSE,0.24,OK,OK,Cleaned and Validated
cust101754,Anna Martin,7977930051,24,OK,Female,east,02-01-2025,TRUE,0.13,OK,OK,Cleaned and Validated
cust101755,Michael Wood,2398074531,22,OK,Male,east,19-01-2022,FALSE,0.07,OK,OK,Cleaned and Validated
cust101756,Betty Hickman,3235820009,59,OK,Male,east,04-01-2023,FALSE,0.1,OK,OK,Cleaned and Validated
cust101757,Christian Morales,5378184238,59,OK,Female,south,08-12-2021,FALSE,0.35,OK,OK,Cleaned and Validated
cust101758,Matthew Murphy,8001771042,68,OK,Female,central,26-09-2021,FALSE,0.2,OK,OK,Cleaned and Validated
cust101759,James Paul,9389871273,70,OK,Female,central,31-05-2021,TRUE,0.03,OK,OK,Cleaned and Validated
cust101760,Madison Brennan,5442800489,31,OK,Female,west,23-09-2020,TRUE,0.3,OK,OK,Cleaned and Validated
cust101761,Gary Randall,1660055043,45,OK,Male,east,29-04-2024,FALSE,0.24,OK,OK,Cleaned and Validated
cust101762,Loretta Barry,5197576422,47,OK,Female,south,04-11-2024,FALSE,0.17,OK,OK,Cleaned and Validated
cust101763,Jennifer Clark,Unavailable,54,OK,Male,east,04-09-2024,FALSE,0.27,OK,Needs Review,Cleaned and Validated
cust101764,Stephanie Leach,9243566984,59,OK,Male,north,03-03-2025,FALSE,0.1,OK,OK,Cleaned and Validated
cust101765,Cody Collier,9920259813,68,OK,Female,east,13-11-2024,FALSE,0.32,OK,OK,Cleaned and Validated
cust101766,Melissa Jones,7747247748,21,OK,Male,east,31-10-2024,TRUE,0.03,OK,OK,Cleaned and Validated
cust101767,Nicole Jones,2397832788,38,OK,Female,south,16-08-2021,FALSE,0.09,OK,OK,Cleaned and Validated
cust101768,Joshua Frazier,6285337603,47,OK,Male,east,27-05-2021,FALSE,0.03,OK,OK,Cleaned and Validated
cust101769,Leroy Brennan,Unavailable,25,OK,Female,north,03-07-2024,FALSE,0.15,OK,Needs Review,Cleaned and Validated
cust101770,Todd Cohen,1235806336,23,OK,Female,west,28-05-2023,FALSE,0.11,OK,OK,Cleaned and Validated
cust101771,Tanya Clark,4251090359,23,OK,Male,central,12-07-2020,FALSE,0.16,OK,OK,Cleaned and Validated
cust101772,Miguel Davis,4059295182,28,OK,Female,west,24-07-2025,FALSE,0.2,OK,OK,Cleaned and Validated
cust101773,John Ortiz,8791959207,59,OK,Female,central,20-09-2022,FALSE,0.27,OK,OK,Cleaned and Validated
cust101774,Jennifer Lee,9221354808,66,OK,Male,east,16-06-2023,FALSE,0.22,OK,OK,Cleaned and Validated
cust101775,Darlene Roberts,4223848608,47,OK,Male,central,04-08-2023,FALSE,0.23,OK,OK,Cleaned and Validated
cust101776,Emily Johnson,9430728006,30,OK,Male,east,06-11-2024,FALSE,0.39,OK,OK,Cleaned and Validated
cust101777,Gregory Ramirez,5325475265,66,OK,Male,west,03-01-2025,FALSE,0.17,OK,OK,Cleaned and Validated
cust101778,Sarah Craig,3564294271,29,OK,Male,central,20-10-2021,FALSE,0.02,OK,OK,Cleaned and Validated
cust101779,Donald Lane,Unavailable,23,OK,Female,south,27-03-2024,FALSE,0.31,OK,Needs Review,Cleaned and Validated
cust101780,Alexander Carrillo,3289885348,60,OK,Male,west,27-01-2022,FALSE,0.42,OK,OK,Cleaned and Validated
cust101781,Jesus Harrison,8050473192,31,OK,Female,east,23-04-2021,FALSE,0.22,OK,OK,Cleaned and Validated
cust101782,Sean Jackson,7553807667,60,OK,Male,central,21-05-2022,FALSE,0.3,OK,OK,Cleaned and Validated
cust101783,Tammy Reed,8706699727,44,OK,Male,north,03-10-2022,FALSE,0.12,OK,OK,Cleaned and Validated
cust101784,Dawn Howell,4479535650,65,OK,Female,south,31-01-2022,FALSE,0.22,OK,OK,Cleaned and Validated
cust101785,Dale Hawkins,8679634961,21,OK,Male,central,03-04-2021,FALSE,0.28,OK,OK,Cleaned and Validated
cust101786,Sean Boyle,1107160091,45,OK,Female,central,24-11-2024,TRUE,0.25,OK,OK,Cleaned and Validated
cust101787,Cathy Wheeler,4994766773,61,OK,Female,north,17-09-2020,FALSE,0.14,OK,OK,Cleaned and Validated
cust101788,George Daniels,9814303765,46,OK,Female,west,08-01-2022,FALSE,0.4,OK,OK,Cleaned and Validated
cust101789,Ann Fuller,Unavailable,27,OK,Female,west,08-06-2021,FALSE,0.22,OK,Needs Review,Cleaned and Validated
cust101790,Albert Reid,Unavailable,66,OK,Female,west,27-04-2023,FALSE,0.31,OK,Needs Review,Cleaned and Validated
cust101791,Ryan Moore,Unavailable,53,OK,Female,north,19-11-2023,FALSE,0.25,OK,Needs Review,Cleaned and Validated
cust101792,Matthew Spence,6957205974,36,OK,Male,central,01-11-2023,FALSE,0.3,OK,OK,Cleaned and Validated
cust101793,Timothy Russell,2279858725,36,OK,Male,east,02-10-2022,FALSE,0.31,OK,OK,Cleaned and Validated
cust101794,Linda Wood,9390322588,60,OK,Female,east,12-07-2021,FALSE,0.17,OK,OK,Cleaned and Validated
cust101795,Mrs. Connie Williams Md,Unavailable,20,OK,Male,east,05-11-2021,FALSE,0.3,OK,Needs Review,Cleaned and Validated
cust101796,Jennifer Anderson,3473130599,40,OK,Male,east,09-08-2021,FALSE,0.46,OK,OK,Cleaned and Validated
cust101797,Jeffrey Crawford,6504506477,49,OK,Male,north,12-04-2022,FALSE,0.44,OK,OK,Cleaned and Validated
cust101798,Monique Roman,1823784952,42,OK,Male,central,11-12-2022,FALSE,0.29,OK,OK,Cleaned and Validated
cust101799,Stanley Henderson,3306174666,45,OK,Male,central,14-10-2024,FALSE,0.4,OK,OK,Cleaned and Validated
cust101800,Lisa Nguyen,6538280971,65,OK,Female,west,06-05-2021,FALSE,0.04,OK,OK,Cleaned and Validated
cust101801,Angela Moran,5785083982,57,OK,Male,south,02-02-2023,FALSE,0.38,OK,OK,Cleaned and Validated
cust101802,Ian Woodard,6653409504,40,OK,Male,north,07-09-2021,FALSE,0.21,OK,OK,Cleaned and Validated
cust101803,Marissa Johnson,1738618023,33,OK,Male,east,31-01-2022,TRUE,0,OK,OK,Cleaned and Validated
cust101804,Kimberly Ware,7079732726,61,OK,Male,west,26-06-2025,FALSE,0.22,OK,OK,Cleaned and Validated
cust101805,Darrell Nelson,5665184497,39,OK,Female,north,22-09-2021,FALSE,0.32,OK,OK,Cleaned and Validated
cust101806,Harold Wright,9993272796,18,OK,Male,west,27-12-2024,FALSE,0.12,OK,OK,Cleaned and Validated
cust101807,James Walters,9667661470,27,OK,Other,central,04-01-2022,FALSE,0.43,OK,OK,Cleaned and Validated
cust101808,Daniel Sanders,Unavailable,41,OK,Female,west,07-10-2021,FALSE,0.36,OK,Needs Review,Cleaned and Validated
cust101809,Katie Morris,2648917248,33,OK,Female,south,30-12-2020,FALSE,0.05,OK,OK,Cleaned and Validated
cust101810,Vincent Adams,Unavailable,25,OK,Female,south,23-01-2021,FALSE,0.32,OK,Needs Review,Cleaned and Validated
cust101811,John Thompson,9555206798,30,OK,Female,south,24-04-2021,TRUE,0.21,OK,OK,Cleaned and Validated
cust101812,Corey Bradley,3099652304,64,OK,Male,north,06-04-2021,FALSE,0.13,OK,OK,Cleaned and Validated
cust101813,Kimberly Watts,9673455989,56,OK,Male,north,25-09-2022,FALSE,0.16,OK,OK,Cleaned and Validated
cust101814,Timothy Perez Md,3398086459,69,OK,Male,north,10-03-2021,TRUE,0.15,OK,OK,Cleaned and Validated
cust101815,Dr. Nancy Montgomery,3839060291,40,OK,Male,central,04-11-2022,FALSE,0.05,OK,OK,Cleaned and Validated
cust101816,Mark Solomon,9853547794,61,OK,Male,west,22-05-2023,FALSE,0.15,OK,OK,Cleaned and Validated
cust101817,Christopher Hamilton,Unavailable,56,OK,Male,east,18-10-2024,FALSE,0.28,OK,Needs Review,Cleaned and Validated
cust101818,Sharon May,2229377789,41,OK,Male,north,13-02-2024,FALSE,0.37,OK,OK,Cleaned and Validated
cust101819,Shelley Davis,9837217285,42,OK,Male,east,17-07-2025,FALSE,0.38,OK,OK,Cleaned and Validated
cust101820,William Smith,5569626263,56,OK,Female,east,20-09-2022,FALSE,0.13,OK,OK,Cleaned and Validated
cust101821,Robert Green,8869593497,51,OK,Male,west,30-12-2020,FALSE,0.19,OK,OK,Cleaned and Validated
cust101822,Mr. Ryan Holloway Dds,1139416074,70,OK,Female,central,28-12-2024,FALSE,0.1,OK,OK,Cleaned and Validated
cust101823,Casey Bernard,3405465705,37,OK,Female,east,18-02-2021,FALSE,0.32,OK,OK,Cleaned and Validated
cust101824,Richard Gould,2695182212,52,OK,Male,south,14-01-2024,FALSE,0,OK,OK,Cleaned and Validated
cust101825,Sean Clay,7675663426,60,OK,Female,south,10-07-2022,FALSE,0.04,OK,OK,Cleaned and Validated
cust101826,Tracy Johnson,3088181216,45,OK,Male,east,15-11-2021,FALSE,0.12,OK,OK,Cleaned and Validated
cust101827,Michael Cole,5954017649,57,OK,Female,east,15-09-2020,FALSE,0.23,OK,OK,Cleaned and Validated
cust101828,Kimberly Delacruz,5645295092,46,OK,Male,west,09-08-2023,FALSE,0.16,OK,OK,Cleaned and Validated
cust101829,Tammy Taylor,3695850124,18,OK,Female,north,06-08-2021,FALSE,0.2,OK,OK,Cleaned and Validated
cust101830,Candace Lozano,5681956497,50,OK,Male,north,23-03-2025,FALSE,0.21,OK,OK,Cleaned and Validated
cust101831,Mario Hinton,5276397851,41,OK,Male,east,11-12-2022,FALSE,0.23,OK,OK,Cleaned and Validated
cust101832,Jaime Long,Unavailable,70,OK,Female,north,11-08-2024,FALSE,0.08,OK,Needs Review,Cleaned and Validated
cust101833,Randall Vazquez,Unavailable,69,OK,Female,east,04-11-2022,FALSE,0.16,OK,Needs Review,Cleaned and Validated
cust101834,Casey Page,3743618052,40,OK,Male,north,14-11-2021,FALSE,0.27,OK,OK,Cleaned and Validated
cust101835,Vanessa Hernandez,9829040420,47,OK,Female,north,19-01-2023,FALSE,0.23,OK,OK,Cleaned and Validated
cust101836,Mr. Glenn Levy,8212684726,54,OK,Female,north,03-09-2024,FALSE,0.33,OK,OK,Cleaned and Validated
cust101837,David Hunt,7038178355,58,OK,Female,south,17-08-2020,FALSE,0.11,OK,OK,Cleaned and Validated
cust101838,Ashley Dawson,Unavailable,65,OK,Male,south,03-09-2021,FALSE,0.31,OK,Needs Review,Cleaned and Validated
cust101839,Julia Gross,5321427804,43,OK,Male,south,17-10-2020,FALSE,0.38,OK,OK,Cleaned and Validated
cust101840,Ross Miller,8830553279,61,OK,Female,north,21-11-2021,FALSE,0.18,OK,OK,Cleaned and Validated
cust101841,Lauren Cortez,9660066056,65,OK,Female,west,16-02-2021,FALSE,0.23,OK,OK,Cleaned and Validated
cust101842,Isaac Brown,3797982788,20,OK,Female,west,27-11-2023,FALSE,0.23,OK,OK,Cleaned and Validated
cust101843,Annette Frey,9214020602,42,OK,Female,east,24-08-2024,FALSE,0.26,OK,OK,Cleaned and Validated
cust101844,Matthew Hanna,Unavailable,20,OK,Other,north,20-08-2023,FALSE,0.25,OK,Needs Review,Cleaned and Validated
cust101845,April Frank,8456729729,57,OK,Female,central,27-04-2025,FALSE,0.38,OK,OK,Cleaned and Validated
cust101846,Julia Thomas,9360079455,54,OK,Male,north,19-12-2022,FALSE,0.26,OK,OK,Cleaned and Validated
cust101847,Elaine Haas,2628203681,48,OK,Male,east,08-01-2023,FALSE,0.3,OK,OK,Cleaned and Validated
cust101848,Gabriella Howell,2003446010,25,OK,Female,north,19-03-2023,FALSE,0.24,OK,OK,Cleaned and Validated
